@relation Example

@attribute text string
@attribute isValid {yes,no}

@data
'a framework for holding wood that is being sawed sawhorse,horse,sawbuck,buck',no
'a small pad of material that is used to protect surface from an object placed on it mat',no
'a restraint incorporated into the ignition switch to prevent the use of a vehicle by persons who do not have the key lock,ignition lock',no
'as much as a tank will hold tank,tankful',yes
'a large crate in which goods are packed for shipment or storage packing box,packing case',no
'an enclosure for confining livestock pen',yes
'a hand tool for driving screws; has a tip that fits into the head of a screw screwdriver',no
'surface layer of ground containing a mat of grass and grass roots turf,sod,sward,greensward',yes
'a laborer who splits logs to build split-rail fences rail-splitter,splitter',yes
'a particular seat in an orchestra; \"he is second chair violin\" chair',yes
'a person who knocks (as seeking to gain admittance); \"open the door and see who the knocker is\" knocker',yes
'an organization of employees formed to bargain with the employer; \"you have to join the union in order to get a job\" union,labor union,trade union,trades union,brotherhood',yes
'group of guns or missile launchers operated together at one place battery',yes
'an apparatus that uses centrifugal force to separate particles from a suspension centrifuge,extractor,separator',no
'a stick that people can lean on to help them walk cane',yes
'device for converting sound waves into electrical energy microphone,mike,mic',no
'informal terms for the leg; \"fever left him weak on his sticks\" pin,peg,stick',yes
'an informal term for a youth or man; \"a nice guy\"; \"the guy\'s only doing it for some doll\"; \"the poor sod couldn\'t even buy a drink\" guy,cat,hombre,bozo,sod',yes
'an enclosure made or wire or metal bars in which birds or animals can be kept cage,coop',no
'a horizontal bar a few inches from a wall for holding towels towel rail,towel bar',no
'a boy or man; \"that chap is your host\"; \"there\'s a fellow at the door\"; \"he\'s a likable cuss\"; \"he\'s a good bloke\" chap,fellow,feller,fella,lad,gent,blighter,cuss,bloke',yes
'two items of the same kind couple,pair,twosome,twain,brace,span,yoke,couplet,distich,duo,duet,dyad,duad',yes
'an organization of people or resources that can be shared; \"a car pool\"; \"a secretarial pool\"; \"when he was first hired he was assigned to the pool\" pool',yes
'a clock mounted on a wall wall clock',no
'a pipe through which liquid is carried away drain,drainpipe,waste pipe',yes
'(nautical) breadth amidships beam',yes
'the principal ingredient of a mixture; \"glycerinated gelatin is used as a base for many ointments\"; \"he told the painter that he wanted a yellow base with just a hint of green\"; \"everything she cooked seemed to have rice as the base\" base',yes
'protective casing for something that resembles a leg boot',no
'a bar attached parallel to a wall to provide a handgrip for steadying yourself grab bar',yes
'formerly a strong swift horse ridden into battle charger,courser',yes
'(American football) a play in which a defensive player is allowed to cross the line of scrimmage and then blocked off as the runner goes through the place the lineman vacated mousetrap,trap play',yes
'flagpole used to mark the position of the hole on a golf green pin,flag',no
'a hose used for watering a lawn or garden garden hose',no
'a cutter (tool for cutting) for floor tiles tile cutter',no
'a mechanical device that serves to connect the ends of adjacent objects coupling,coupler',no
'New Zealand runner who in 1975 became the first person to run a mile in less that 3 minutes and 50 seconds (born in 1952) Walker,John Walker',yes
'a mechanism in a firearm that pulls an empty shell case out of the chamber and passes it to the ejector cartridge extractor,cartridge remover,extractor',yes
'an upright consisting of a piece of timber or metal fixed firmly in an upright position; \"he set a row of posts in the ground and strung barbwire between them\" post',yes
'a device that supplies electrical energy energizer,energiser',no
'(mathematics) a standard procedure for solving a class of mathematical problems; \"he determined the upper bound with Descartes\' rule of signs\"; \"he gave us a general formula for attacking polynomials\" rule,formula',yes
'a state of steady vigorous action that is characteristic of an activity; \"the party went with a swing\"; \"it took time to get into the swing of things\" swing',yes
'an inclined surface connecting two levels ramp,incline',no
'a person who brings order and organization to an enterprise; \"she was the organizer of the meeting\" organizer,organiser,arranger',yes
'stiff paper coated with powdered emery or sand emery paper,sandpaper',no
'a natural depression in the surface of the land often with a lake at the bottom of it; \"the basin of the Great Salt Lake\" basin',yes
'a period of indeterminate length (usually short) marked by some action or condition; \"he was here for a little while\"; \"I need to rest for a piece\"; \"a spell of good weather\"; \"a patch of bad weather\" while,piece,spell,patch',yes
'(Judaism) a candelabrum with seven branches used in ceremonies to symbolize the seven days of Creation Menorah',yes
'an appliance that corrects dental irregularities brace,braces,orthodontic braces',yes
'a window in a roof to admit daylight skylight,fanlight',no
'a full-page illustration (usually on slick paper) plate',yes
'a wall that is built to resist lateral pressure (especially a wall built to prevent the advance of a mass of earth) retaining wall',yes
'footwear shaped to fit the foot (below the ankle) with a flexible upper of leather or plastic and a sole and heel of heavier material shoe',no
'a dry swab for dusting floors dustmop,dust mop,dry mop',no
'a subtle difference in meaning or opinion or attitude; \"without understanding the finer nuances you can\'t enjoy the humor\"; \"don\'t argue about shades of meaning\" nuance,nicety,shade,subtlety,refinement',yes
'concrete pavement is sometimes referred to as cement; \"they stood on the grey cement beside the pool\" cement',yes
'a compound with which fabrics are treated to repel water repellent,repellant',yes
'machine that converts other forms of energy into mechanical energy and so imparts motion motor',yes
'a fissure in the earth\'s crust (or in the surface of some other planet) through which molten lava and gases erupt vent,volcano',yes
'a square dance figure; a pair of dancers join hands and dance around a point between them swing',yes
'a bag carried by a strap on your back or shoulder backpack,back pack,knapsack,packsack,rucksack,haversack',no
'a small flat rectangular piece of glass on which specimens can be mounted for microscopic study slide,microscope slide',yes
'an employee who sweeps (floors or streets etc.) sweeper',yes
'a relative position or degree of value in a graded group; \"lumber of the highest grade\" grade,level,tier',yes
'primitive multicellular marine animal whose porous body is supported by a fibrous skeletal framework; usually occurs in sessile colonies sponge,poriferan,parazoan',yes
'a threaded nut with winglike projections for thumb and forefinger leverage in turning wing nut,wing-nut,wing screw,butterfly nut,thumbnut',no
'an edible clam with thin oval-shaped shell found in coastal regions of the United States and Europe soft-shell clam,steamer,steamer clam,long-neck clam,Mya arenaria',no
'a short vivid experience; \"a flash of emotion swept over him\"; \"the flashings of pain were a warning\" flash,flashing',yes
'bowl-shaped strainer; used to wash or drain foods colander,cullender',no
'a protective cloth covering for an injured eye eyepatch,patch',yes
'a covering (usually of cloth) that serves as a roof to shelter an area from the weather canopy',no
'fine-toothed power saw with a narrow blade; used to cut curved outlines jigsaw,scroll saw,fretsaw',no
'a (usually rectangular) container; may have a lid; \"he rummaged through a box of spare parts\" box',no
'a game (trademark Ping-Pong) resembling tennis but played on a table with paddles and a light hollow ball table tennis,Ping-Pong',yes
'the act of preventing; \"there was no bar against leaving\"; \"money was allocated to study the cause and prevention of influenza\" prevention,bar',yes
'someone who engages in anal copulation (especially a male who engages in anal copulation with another male) sodomite,sodomist,sod,bugger',yes
'hand tool for guiding handsaws in making crosscuts or miter joints miter box,mitre box',no
'a platform from which criminals are executed (hanged or beheaded) scaffold',yes
'a cocktail made with vodka and orange juice screwdriver',yes
'a disk used in throwing competitions discus,saucer',no
'a filter that removes impurities from the oil used to lubricate an internal-combustion engine oil filter',yes
'engine that converts mechanical energy into electrical energy by electromagnetic induction generator',no
'structural member consisting of the horizontal part of a stair or step tread',yes
'the appendage to an object that is designed to be held in order to use or move it; \"he grabbed the hammer by the handle\"; \"it was an old briefcase but it still had a good grip\" handle,grip,handgrip,hold',yes
'a unit composed of the pitcher and catcher battery',yes
'curved segment (of a road or river or railroad track etc.) bend,curve',yes
'a machine that inserts staples into sheets of paper in order to fasten them together stapler,stapling machine',no
'any of several tools for straightening fibers comb',no
'a cushion that makes a seat more comfortable seat cushion',yes
'the activity of flying a glider glide,gliding,sailplaning,soaring,sailing',yes
'game equipment consisting of an open ring of iron used in playing horseshoes horseshoe',yes
'a long-handled tool with a row of teeth at its head; used to move leaves or loosen soil rake',no
'an aircraft that has a fixed wing and is powered by propellers or jets; \"the flight was delayed due to trouble with the airplane\" airplane,aeroplane,plane',yes
'flat surface that rotates and pushes against air or water blade,vane',yes
'directional antenna consisting of a parabolic reflector for microwave or radio frequency radiation dish,dish aerial,dish antenna,saucer',yes
'a circular saw mounted under a table or bench so that the blade of the saw projects up through a slot table saw',no
'the state of being covered with unclean things dirt,filth,grime,soil,stain,grease,grunge',yes
'a band of leather or rope that is placed around an animal\'s neck as a harness or to identify it collar',no
'a cabinet with shelves dresser',no
'television that is transmitted over cable directly to the receiver cable television,cable',yes
'a worker who guts things (fish or buildings or cars etc.) gutter',yes
'the exponent required to produce a given number logarithm,log',yes
'a sculpture representing a human or animal statue',yes
'any of various hand tools for scraping scraper',no
'a common nonmetallic element belonging to the halogens; best known as a heavy yellow irritating toxic gas; used to purify water and as a bleaching agent and disinfectant; occurs naturally only as a salt (as in sea water) chlorine,Cl,atomic number 17',yes
'a short labored intake of breath with the mouth open; \"she gave a gasp and fainted\" gasp,pant',yes
'an introductory textbook primer',no
'anything that freshens freshener',no
'a portable shelter (usually of canvas stretched over supporting poles and fastened to the ground with ropes and pegs); \"he pitched his tent near the creek\" tent,collapsible shelter',no
'a level shelf of land interrupting a declivity (with steep slopes above and below) terrace,bench',no
'hook (usually on the underside of a shelf) for hanging cups cup hook',no
'public awareness; \"it brought the scandal to light\" light',yes
'the angle formed by the inner sides of the legs where they join the human trunk crotch,fork',yes
'dish on which food is served or from which food is eaten plate',no
'the act of dressing and preparing yourself; \"he made his morning toilet and went to breakfast\" toilet,toilette',yes
'a hand-held machine for driving staples home staple gun,staplegun,tacker',no
'a short electromagnetic wave (longer than infrared but shorter than radio waves); used for radar and microwave ovens and for transmitting telephone, facsimile, video and data microwave',yes
'a cylindrical metal lining used to reduce friction bushing,cylindrical lining',yes
'a town in central Oregon at the eastern foot of the Cascade Range Bend',yes
'the bottom or lowest part; \"the base of the mountain\" base',yes
'a fuse with a thread that screws into a socket plug fuse',no
'an electronic memory device; \"a memory and the CPU form the central part of a computer to which peripherals are attached\" memory,computer memory,storage,computer storage,store,memory board',yes
'the quality of being luminous; emitting or reflecting light; \"its luminosity is measured relative to that of our sun\" luminosity,brightness,brightness level,luminance,luminousness,light',yes
'hosiery consisting of a cloth covering for the foot; worn inside the shoe; reaches to between the ankle and the knee sock',no
'a small round container that is open at the top for holding tobacco bowl,pipe bowl',no
'a tight-fitting headdress cap',yes
'a distinguishing symbol; \"the owner\'s mark was on all the sheep\" marker,marking,mark',yes
'(American football) an attempt to advance the ball by running around the end of the line end run,sweep',yes
'a set of related records (either written or electronic) kept together file,data file',yes
'the property possessed by a shape that narrows toward a point (as a wedge or cone) taper',yes
'a galvanized wire network with a hexagonal mesh; used to build fences chicken wire',no
'a small informal restaurant; serves wine bistro',yes
'the central pillar of a circular staircase newel',no
'stratified stone that splits into pieces suitable as paving stones flag,flagstone',yes
'the act of moving smoothly along a surface while remaining in contact with it; \"his slide didn\'t stop until the bottom of the hill\"; \"the children lined up for a coast down the snowy slope\" slide,glide,coast',yes
'small case into which an object fits sleeve',yes
'a circumstance upon which subsequent events depend; \"his absence is the hinge of our plan\" hinge',yes
'a flat surface at right angles to a plumb line; \"park the car on the level\" horizontal surface,level',yes
'a proud stiff pompous gait strut,prance,swagger',yes
'a device for applying a substance applicator,applier',no
'memory device consisting of a long thin plastic strip coated with iron oxide; used to record audio or video signals or to store computer information; \"he took along a dozen tapes to record the interview\" magnetic tape,mag tape,tape',no
'a large strong net to catch circus acrobats who fall or jump from a trapeze safety net',no
'Egyptian goddess of the sky Nut',yes
'a thin wire (usually tungsten) that is heated white hot by the passage of an electric current filament',no
'either of two punctuation marks ([ or ]) used to enclose textual material bracket,square bracket',yes
'anything that covers; \"there was a blanket of snow\" blanket,mantle',yes
'front part of a vessel or aircraft; \"he pointed the bow of the boat toward the finish line\" bow,fore,prow,stem',yes
'a mature fertilized plant ovule consisting of an embryo and its food source and having a protective coat or testa seed',yes
'a trap for catching mice mousetrap',no
'an amphetamine derivative (trade name Methedrine) used in the form of a crystalline hydrochloride; used as a stimulant to the nervous system and as an appetite suppressant methamphetamine,methamphetamine hydrochloride,Methedrine,meth,deoxyephedrine,chalk,chicken feed,crank,glass,ice,shabu,trash',yes
'an assault in which the assailant makes physical contact battery,assault and battery',yes
'a flat bottom on which something is intended to sit; \"a tub should sit on its own base\" base',no
'a band to tie or buckle around the body (usually at the waist) belt',no
'a filter that removes dust from the air that passes through it air filter,air cleaner',yes
'a seat for one person, with a support for the back; \"he put his coat over the back of the chair and sat down\" chair',yes
'drafting instrument used to draw or measure angles protractor',no
'a dish (often boat-shaped) for serving gravy or sauce gravy boat,gravy holder,sauceboat,boat',no
'a visual warning signal; \"they saw the light of the beacon\"; \"there was a light at every corner\" light',yes
'a wide flat board used to cover walls or partitions; made from plaster or wood pulp or other materials and used primarily to form the interior walls of houses wallboard,drywall,dry wall',no
'an indefinitely short time; \"wait just a moment\"; \"in a mo\"; \"it only takes a minute\"; \"in just a bit\" moment,mo,minute,second,bit',yes
'a power tool for smoothing or shaping wood plane,planer,planing machine',no
'a sharp curve or crook; a shape resembling a hook hook,crotchet',no
'a golf club that has a relatively narrow metal head iron',no
'structure displaying a board on which advertisements can be posted; \"the highway was lined with signboards\" signboard,sign',yes
'mental understanding as an enlightening experience; \"he finally saw the light\"; \"can you shed light on this problem?\" light',yes
'portable power saw; teeth linked to form an endless chain chain saw,chainsaw',no
'a mat serving as table linen for an individual place setting place mat',no
'a machine that trims timber trimmer',no
'a structure in animals that is similar to a human leg and used for locomotion leg',yes
'a machine for excavating power shovel,excavator,digger,shovel',no
'(computer science) the process of storing information in a computer memory or on a magnetic tape or disk storage',yes
'a threadlike structure (as a chainlike series of cells) filament,filum',yes
'motor that converts thermal energy to mechanical work engine',no
'the bowl of a toilet that can be flushed with water toilet bowl',no
'an idiomatic term for being in disfavor; \"in the doghouse\" doghouse',no
'an upper limit on what is allowed; \"he put a ceiling on the number of women who worked for him\"; \"there was a roof on salaries\"; \"they established a cap for prices\" ceiling,roof,cap',yes
'a loose-fitting protective garment that is worn over other clothing coverall',no
'an identifying or descriptive marker that is attached to an object label',no
'a natural flow of ground water spring,fountain,outflow,outpouring,natural spring',yes
'an open recess in a wall at the base of a chimney where a fire can be built; \"the fireplace was so large you could walk inside it\"; \"he laid a fire in the hearth and lit it\"; \"the hearth was black with the charcoal of many fires\" fireplace,hearth,open fireplace',yes
'a written work or composition that has been published (printed on pages bound together); \"I am reading a good book on economics\" book',no
'an agricultural tool used for lifting or digging; has a handle and metal prongs fork',no
'stick of wax with a wick in the middle candle,taper,wax light',yes
'a short stretch of railroad track used to store rolling stock or enable trains on the same line to pass siding,railroad siding,turnout,sidetrack',yes
'club soda or fruit juice used to mix with alcohol mixer',no
'the front of the trunk from the neck to the abdomen; \"he beat his breast in anger\" breast,chest',yes
'garden tool for cutting grass around the edges of a yard edger',no
'an oblong metal coupling with a swivel at one end and an internal thread at the other into which a threaded rod can be screwed in order to form a unit that can be adjusted for length or tension turnbuckle',no
'a tube with a small bowl at one end; used for smoking tobacco pipe,tobacco pipe',no
'changing location by moving back and forth swing,swinging,vacillation',yes
'sculpture produced by molding mold,mould,molding,moulding,modeling,clay sculpture',no
'a turn made in skiing; the back of one ski is forced outward and the other ski is brought parallel to it stem turn,stem',yes
'a nonmetallic heavy volatile corrosive dark brown liquid element belonging to the halogens; found in sea water bromine,Br,atomic number 35',yes
'with handle and usually cylindrical mug',no
'a message transmitted by telegraph telegram,wire',yes
'ligament made of metal and used to fasten things or make cages or fences etc wire',no
'an artist skilled at drawing draftsman,drawer',yes
'a pure flat white with little reflectance chalk',yes
'a rope on a square-rigged ship that is used to swing a yard about and secure it brace',no
'(botany) a plant that completes its entire life cycle within the space of a year annual',yes
'(computer science) a memory device consisting of a flat disk covered with a magnetic coating on which information is stored magnetic disk,magnetic disc,disk,disc',no
'the heating elements of a stove or range on which pots and pans are placed for cooking; \"the electric range had one large burner and three smaller one\" burner',no
'a large, rotating machine with seats for children to ride or amusement carousel,carrousel,merry-go-round,roundabout,whirligig',yes
'piece of cloth forming the long back section of a gown that is drawn along the floor; \"the bride\'s train was carried by her two young nephews\" train',no
'a plumbing fixture that provides a flow of water fountain,fount',no
'a gymnastic apparatus used by women gymnasts balance beam,beam',no
'an electronic device that receives television signals and displays them on a screen; \"the British call a tv set a telly\" television receiver,television,television set,tv,tv set,idiot box,boob tube,telly,goggle box',no
'a coffee maker that forces live steam under pressure through dark roasted coffee grounds espresso maker',no
'a biased way of looking at or presenting something slant,angle',yes
'a protective headgear made of hard material to resist blows helmet',no
'a small open container usually used for drinking; usually has a handle; \"he put the cup back in the saucer\"; \"the handle of the cup was missing\" cup',no
'a small bed that folds up for storage or transport cot,camp bed',no
'a strand or cluster of hair lock,curl,ringlet,whorl',no
'a barrier consisting of a horizontal bar and supports railing,rail',no
'a brief description given for purposes of identification; \"the label modern is applied to many different kinds of architecture\" label',yes
'the occurrence of a uniting of separate parts; \"lightning produced an unusual union of the metals\" union',yes
'an electrical device that alters the frequency spectrum of signals passing through it filter',no
'a person who rules or commands; \"swayer of the universe\" ruler,swayer',yes
'a small tower extending above a building turret',yes
'a vehicle used to push snow from roads snowplow,snowplough',yes
'implement used to brand live stock iron,branding iron',yes
'material consisting of seed coverings and small pieces of stem or leaves that have been separated from the seeds chaff,husk,shuck,stalk,straw,stubble',yes
'restraint consisting of a rope (or light chain) used to restrain an animal leash,tether,lead',no
'sewing that repairs a worn or torn hole (especially in a garment); \"her stockings had several mends\" mend,patch,darn',yes
'a position particularly well suited to the person who occupies it; \"he found his niche in the academic world\" niche',yes
'a man who serves as a sailor mariner,seaman,tar,Jack-tar,Jack,old salt,seafarer,gob,sea dog',yes
'the hinged seat on a toilet toilet seat',no
'an architectural support or base (as for a column or statue) pedestal,plinth,footstall',no
'a projecting ridge on a mountain or submerged under water ledge,shelf',yes
'a holding device attached to a workbench; has two jaws to hold workpiece firmly in place vise,bench vise',no
'a covering that serves to conceal or shelter something; \"a screen of trees afforded privacy\"; \"under cover of darkness\"; \"the brush provided a covert for game\"; \"the simplest concealment is to match perfectly the color of the background\" screen,cover,covert,concealment',no
'a heavy metal sphere attached to a flexible wire; used in the hammer throw hammer',yes
'a shoe designed for comfortable walking walker',no
'a substance (such as sodium chloride) that lessens the hardness of water by replacing calcium and magnesium ions with sodium ions and so gives the water more efficient sudsing power water softener',no
'a lightweight consumer electronic device that looks like a hand-held computer but instead performs specific tasks; can serve as a diary or a personal database or a telephone or an alarm clock etc. personal digital assistant,PDA,personal organizer,personal organiser,organizer,organiser',no
'a jerky pulling movement twist,wrench',yes
'a plumbing fixture (usually attached to the wall) used by men to urinate urinal',no
'a movable chair mounted on large wheels; for invalids or those who cannot walk; frequently propelled by the occupant wheelchair',no
'a curved or bent implement for suspending or pulling something hook',no
'a short light oar used without an oarlock to propel a canoe or small boat paddle,boat paddle',no
'a bottle for holding water water bottle',no
'any device serving as a source of illumination; \"he stopped the car and turned off the lights\" light,light source',no
'a long thin implement made of metal or wood rod',no
'a flat circular plate disk,disc',no
'an electrical device consisting of a connector socket designed for the insertion of a plug jack',yes
'a circular board of wood or cork used as the target in the game of darts dartboard,dart board',no
'a mechanical device that prevents a vessel from moving anchor,ground tackle',yes
'a horizontal beam used to prevent two other structural members from spreading apart or separating; \"he nailed the rafters together with a tie beam\" tie,tie beam',no
'a radar dish that rotates or oscillates in order to scan a broad area scanner',yes
'reproductive organ of angiosperm plants especially one having showy or colorful parts flower,bloom,blossom',yes
'a piece of furniture with tableware for a meal laid out on it; \"I reserved a table at my favorite restaurant\" table',no
'light that is a source of artificial illumination having a broad beam; used in photography flood,floodlight,flood lamp,photoflood',yes
'the quantity a scoop will hold scoop,scoopful',yes
'the limit of capability; \"within the compass of education\" compass,range,reach,grasp',yes
'the magistrate or judge or judges sitting in court in judicial capacity to compose the court collectively Bench',yes
'a heavy woodscrew with a square or hexagonal head that is driven in with a wrench lag screw,lag bolt',no
'(classical mythology) the food and drink of the gods; mortals who ate it became immortal ambrosia,nectar',yes
'a golf shot that curves to the left for a right-handed golfer; \"he took lessons to cure his hooking\" hook,draw,hooking',yes
'the state of being isolated or detached; \"the insulation of England was preserved by the English Channel\" insulation,insularity,insularism,detachment',yes
'catch for fastening a door or gate; a bar that can be lowered or slid into a groove latch',no
'casting an object in order to determine an outcome randomly; \"he risked his fortune on a throw of the dice\" throw',yes
'the fundamental assumptions from which something is begun or developed or calculated or explained; \"the whole argument rested on a basis of conjecture\" basis,base,foundation,fundament,groundwork,cornerstone',yes
'someone who bakes bread or cake baker,bread maker',yes
'a small concavity recess,recession,niche,corner',yes
'nut with a square shape square nut',no
'a support that steadies or strengthens something else; \"he wore a brace on his knee\" brace',yes
'someone who proposes a toast; someone who drinks to the health of success of someone or some venture toaster,wassailer',yes
'the quantity contained in a box; \"he gave her a box of chocolates\" box,boxful',yes
'the space between two lines or planes that intersect; the inclination of one line to another; measured in degrees or radians angle',yes
'an angular or rounded shape made by folding; \"a fold in the napkin\"; \"a crease in his trousers\"; \"a plication on her blouse\"; \"a flexure of the colon\"; \"a bend of his elbow\" fold,crease,plication,flexure,crimp,bend',yes
'metal or earthenware cooking vessel that is usually round and deep; often has a handle and lid pot',no
'a long-handled covered pan holding live coals to warm a bed warming pan',no
'an arrangement of points or particles or objects in a regular periodic pattern in 2 or 3 dimensions lattice',yes
'a handcart that has a frame with two low wheels and a ledge at the bottom and handles at the top; used to move crates or other heavy objects hand truck,truck',no
'a farm implement used to break up the surface of the soil (for aeration and weed control and conservation of moisture) cultivator,tiller',no
'a continuous tube formed by a row of elongated cells lacking intervening end walls duct',no
'a folding portable ladder hinged at the top step ladder,stepladder',no
'a contact on an electrical device (such as a battery) at which electric current enters or leaves terminal,pole',yes
'a chisel for working wood; it is either struck with a mallet or pushed by hand wood chisel',no
'a line of units following one after another column',yes
'a door that opens by sliding instead of swinging sliding door',no
'a very strong thick rope made of twisted hemp or steel wire cable',no
'a conductor for transmitting electrical or optical signals or electric power cable,line,transmission line',no
'a piece of furniture with a writing surface and usually drawers or other compartments desk',no
'a terrorist network intensely opposed to the United States that dispenses money and logistical support and training to a wide variety of radical Islamic terrorist groups; has cells in more than 50 countries al-Qaeda,Qaeda,al-Qa\'ida,al-Qaida,al Qaeda,al Qaida,Base',yes
'one of a pair of mobile appendages on the head of e.g. insects and crustaceans; typically sensitive to touch and taste antenna,feeler',yes
'a grounder that rolls along the infield roller',no
'a defensive effort; \"the army made a final stand at the Rhone\" stand',yes
'a protective covering consisting of netting; can be mounted in a frame; \"they put screens in the windows for protection against insects\"; \"a metal screen protected the observers\" screen',no
'washing yourself by standing upright under water sprayed from a nozzle; \"he took a shower after the game\" shower,shower bath',yes
'a house so small that it is likened to a child\'s plaything dollhouse,doll\'s house',yes
'a top (as for a bottle) cap',yes
'a low-cut shoe without fastenings pump',yes
'cup-shaped plant organ cup',yes
'a tool resembling a hammer but with a large head (usually wooden); used to drive wedges or ram down paving stones or for crushing or beating or flattening or smoothing mallet,beetle',yes
'an appliance that removes moisture dryer,drier',no
'railroad track having two movable rails and necessary connections; used to turn a train from one track to another or to store rolling stock switch',no
'a trunk for storing personal possessions; usually kept at the foot of a bed (as in a barracks) footlocker,locker',no
'can be changed to different settings adjustable wrench,adjustable spanner',no
'the cumulative amount involved in a game (such as poker) pot,jackpot,kitty',yes
'a windstorm that lifts up clouds of dust or sand; \"it was the kind of duster not experienced in years\" dust storm,duster,sandstorm,sirocco',yes
'informal term for vacation vac,vacay',yes
'a number you choose and use to gain access to various accounts personal identification number,PIN,PIN number',yes
'a narrow strip of material to cover the joint of a door or window to exclude the cold weather strip,weatherstrip,weather stripping,weatherstripping',no
'relative magnitude; \"they entertained on a grand scale\" scale',yes
'a cell for violent prisoners cooler,tank',yes
'a thin pointed piece of metal that is hammered into materials as a fastener nail',yes
'a fastener fitted to a door or drawer to keep it firmly closed lock',no
'an instrument of execution by electrocution; resembles an ordinary seat for one person; \"the murderer was sentenced to die in the chair\" electric chair,chair,death chair,hot seat',yes
'a farm building for housing poultry chicken coop,coop,hencoop,henhouse',yes
'an electronic device for producing a signal voltage generator',no
'a farm tool having one or more heavy blades to break the soil and cut a furrow prior to sowing plow,plough',yes
'a garment worn on the upper half of the body shirt',no
'a system that keeps air cool and dry air conditioner,air conditioning',no
'a large transport conveyance designed to be pulled by a truck or tractor trailer',yes
'a wooden structure consisting of an upright post with a transverse piece cross',no
'the act of concealing yourself and lying in wait to attack by surprise ambush,ambuscade,lying in wait,trap',yes
'a fire iron consisting of a small shovel used to scoop coals or ashes in a fireplace shovel',yes
'any action resulting in injury or destruction; \"the meat grinder of politics destroyed his reputation\"; \"allied forces crumbled before the Wehrmacht meat grinder\" meat grinder',yes
'a chemical used to kill pests (as rodents or insects) pesticide',no
'the region of the angle formed by the junction of two branches; \"they took the south fork\"; \"he climbed into the crotch of a tree\" fork,crotch',yes
'a long narrow box for growing plants on a windowsill window box',yes
'the quantity a glass will hold glass,glassful',yes
'a memorial made of brass brass,memorial tablet,plaque',no
'special advantage or influence; \"the chairman\'s nephew has a lot of pull\" pull,clout',yes
'German writer of novels and poetry and plays (born 1927) Grass,Gunter Grass,Gunter Wilhelm Grass',yes
'any long thin projection that is transient; \"tongues of flame licked at the walls\"; \"rifles exploded quick knives of fire into the dark\" tongue,knife',yes
'the quantity that can be held in a mug mug,mugful',yes
'a measuring instrument for measuring and indicating a quantity such as the thickness of wire or the amount of rain etc. gauge,gage',no
'a barrier that has parallel or crossed bars blocking a passage but admitting air grate,grating',no
'a garment of cloth or leather or plastic that is tied about the waist and worn to protect your clothing apron',no
'the event of something being raised upward; \"an elevation of the temperature in the afternoon\"; \"a raising of the land resulting from volcanic activity\" elevation,lift,raising',yes
'a small cube with 1 to 6 spots on the six faces; used in gambling to generate random numbers die,dice',no
'tiered seats consisting of a structure (often made of wood) where people can sit to watch an event (game or parade) stand',yes
'an electrical device by which alternating current of one voltage is changed to another voltage transformer',no
'a small contrasting part of something; \"a bald spot\"; \"a leopard\'s spots\"; \"a patch of clouds\"; \"patches of thin ice\"; \"a fleck of red\" spot,speckle,dapple,patch,fleck,maculation',yes
'an attribute that tends to give stability in character and morals; something that steadies the mind or feelings ballast',yes
'a wheelchair usually pushed by an attendant, as at a spa bath chair',no
'a specialized bony substance covering the root of a tooth cementum,cement',no
'a small disk-shaped counter used to represent money when gambling chip,poker chip',yes
'a place that the runner must touch before scoring; \"he scrambled to get back to the bag\" base,bag',yes
'a piece of calcite or a similar substance, usually in the shape of a crayon, that is used to write or draw on blackboards or other flat surfaces chalk',no
'a heavy long-handled hammer used to drive stakes or wedges maul,sledge,sledgehammer',no
'something serving as a cover or protection cap',no
'booth for washing yourself, usually in a bathroom shower stall,shower bath',no
'a lower limit; \"the government established a wage floor\" floor,base',yes
'a flat mass of soft material used for protection, stuffing, or comfort pad',no
'long thick piece of wood or metal or concrete, etc., used in construction beam',no
'external opening of urinary or genital system of a lower vertebrate vent',yes
'(music) a series of notes differing in pitch according to a specific scheme (usually within an octave) scale,musical scale',yes
'a region marking a boundary brink,threshold,verge',yes
'a vertical cylindrical furnace for melting iron for casting cupola',no
'food prepared for cats cat food',yes
'a stiff white collar with no opening in the front; a distinctive symbol of the clergy clerical collar,Roman collar,dog collar',yes
'a small fort or earthwork defending a ford, pass, or castle gate sconce',yes
'device that removes something from whatever passes through it filter',no
'a large tract of grassy open land on which livestock can graze; \"they used to drive the cattle across the open range every spring\"; \"he dreamed of a home on the range\" range',yes
'a surface-active chemical widely used in industry and laundering detergent',no
'any of various water-soluble compounds having a sour taste and capable of turning litmus red and reacting with a base to form a salt acid',yes
'the starting point for a new state or experience; \"on the threshold of manhood\" threshold',yes
'contraceptive device consisting of a sheath of thin rubber or latex that is worn over the penis during intercourse condom,rubber,safety,safe,prophylactic',yes
'(physics) a deformation of an object in which parallel planes remain parallel but are shifted in a direction parallel to themselves; \"the shear changed the quadrilateral into a parallelogram\" shear',yes
'an article giving opinions or perspectives column,editorial,newspaper column',yes
'a can for storing tea caddy,tea caddy',no
'a metal sheathing of uniform thickness (such as the shield attached to an artillery piece to protect the gunners) plate,scale,shell',no
'a cushion to support the head of a sleeping person pillow',yes
'Old World bird that tumbles or rolls in flight; related to kingfishers roller',yes
